chain_id,ula,uhmc_10,uhmc_uniform_19
42,1.1436830326355305,1.1259569981929554,1.134283483791993
43,1.039882288606214,1.1514451034278579,1.1117957550060462
44,1.0662939956107176,1.127591778987564,1.1312324317996063
45,1.1047391299846263,1.1340556902588725,1.1247994306688205
46,1.1317126433569271,1.1332553736555744,1.138770698298626
47,1.026164820343437,1.1349180567820223,1.13524637127568
48,1.1392251450369497,1.1343773265907133,1.1006662819422375
49,1.0650810028514908,1.1819014905980045,1.112252457093504
50,1.0398845578400644,1.1081948637119103,1.1229672813879434
51,1.1248885767337,1.1031356798560354,1.1235201630931722
52,1.1180172000348596,1.1368325008725688,1.109466667864521
53,1.1863971908955309,1.1544347592082753,1.130871518965624
54,1.051974352932245,1.1598804140414147,1.131156151465777
55,1.1919503646965621,1.1180623702345371,1.099107937585347
56,1.070591670286644,1.10817307071517,1.1093248112902014
57,1.0894107937788184,1.1353559495240473,1.0941266671659984
58,1.1425228409513868,1.623279459373713,1.1164133525571456
59,1.1012967333814645,1.1306350160228666,1.126306128270416
60,1.057264898073117,1.116248119187443,1.136245554890996
61,1.2937015294908656,1.1417376041537588,1.1021036514138272
62,1.0642488756197013,1.1240645010188883,1.1211436095803193
63,1.2034849354161026,1.1039713895653338,1.141104545886354
64,1.0513844413379667,1.125528689969868,1.120233901364436
65,1.0634829929533895,1.1459564154588464,1.1046773880750809
66,1.2437575616487568,1.1225215807582318,1.1182479498266646
67,1.1109138550974342,1.1045704553235134,1.139969203274141
68,1.180536422975796,1.1474809683535288,1.1255179667211268
69,1.0361565264020132,1.0886722698599878,1.1735316451040183
70,1.1152445750842224,1.1594864413739554,1.1234063142254294
71,1.0878766258762467,1.1427772316720066,1.1538911554911573
72,1.0880136579380246,1.1334956272875154,1.1173259581030641
73,1.0746279627032647,1.1242132869930406,1.1296103847700614
74,1.1307630092794652,1.1155020681962873,1.1234552999098082
75,1.0380533476469833,1.1275407067064314,1.1169096616529752
76,1.0511147192445274,1.1061303576055779,1.106929857733197
77,1.1652752977807412,1.1219459623261916,1.1146543340637391
78,1.0463490385210379,1.1078047187015436,1.1133404429872809
79,1.0746059306808442,1.108251384223513,1.1296108248487722
80,1.2056512762139602,1.1350335935219928,1.139423304542847
81,1.126444564865081,1.1292097881168377,1.1074895159000568
82,1.0654567105699788,1.1372293745063042,1.1087096757728685
83,1.131524837573968,1.1363858133144689,1.1340849353755398
84,1.376399764971946,1.12827915848329,1.1338689502900208
85,1.0662692443168345,1.1251901564834996,1.1463436686619664
86,1.0777892597351053,1.1323385560651593,1.121974003243829
87,1.1475325570798127,1.1387112654670741,1.114120364940745
88,1.1015164551819316,1.1164493058765952,1.1451073975613704
89,1.1147011064966137,1.1020192818333292,1.1177409601255195
