chain_id,hmc_5,hmc_10,hmc_20,hmc_uniform_9,hmc_uniform_19,hmc_uniform_39,hmc_two_point_9,hmc_two_point_39,nuts
501,0.1379375,0.135675,0.1483125,0.16755,0.1461125,0.1477,0.139125,0.1462125,0.14665
502,0.1393125,0.139525,0.141175,0.1589,0.1515875,0.1566375,0.1309625,0.152225,0.147075
503,0.1427875,0.1468125,0.1423875,0.1424375,0.144775,0.146,0.15525,0.14135,0.14903750000000002
504,0.1551875,0.149725,0.145525,0.1367875,0.146225,0.1478625,0.13645,0.14295,0.14845
505,0.147225,0.1433875,0.1496625,0.158975,0.1480375,0.161475,0.14155,0.1441125,0.15130000000000002
506,0.1409125,0.1450375,0.141225,0.12595,0.1495375,0.149275,0.1511875,0.144475,0.150675
507,0.137175,0.148025,0.147225,0.140675,0.1494,0.1495625,0.144925,0.1446375,0.1468375
508,0.1661375,0.1379,0.1385625,0.14085,0.1365,0.1528875,0.140825,0.1526625,0.1496125
509,0.1393125,0.141725,0.1508625,0.1526125,0.13885,0.14445,0.141975,0.145325,0.1432875
510,0.1306625,0.1459875,0.1545375,0.1497875,0.1388125,0.1431625,0.140525,0.15095,0.1363875
511,0.1557,0.15995,0.1479,0.142225,0.1455125,0.14325,0.1804375,0.148975,0.14535
512,0.1519375,0.161525,0.14735,0.1329875,0.15535,0.1502625,0.1406,0.143125,0.1447125
513,0.13615,0.1464625,0.16035,0.144275,0.1510375,0.1460125,0.1539875,0.138875,0.1567
514,0.131925,0.1509625,0.2399125,0.141025,0.1473375,0.1508,0.145325,0.1515875,0.1471125
515,0.1363,0.142425,0.147525,0.1329375,0.156925,0.1488625,0.136375,0.149025,0.1424125
516,0.1359875,0.14255,0.1451875,0.137025,0.1440375,0.147,0.1421,0.1550125,0.1471125
517,0.14035,0.146,0.147725,0.1391625,0.155875,0.1456125,0.1396375,0.149275,0.14853750000000002
518,0.160925,0.1400625,0.156025,0.148075,0.14615,0.1488125,0.152375,0.1487625,0.14346250000000002
519,0.1389375,0.1591875,0.141625,0.1427875,0.149725,0.1489875,0.1433375,0.14475,0.14878750000000002
520,0.1521,0.146725,0.1423125,0.167625,0.18215,0.1462125,0.1623875,0.14985,0.15208750000000001
521,0.134975,0.14485,0.1497125,0.130625,0.14145,0.1509125,0.1492375,0.1586125,0.148075
522,0.1351125,0.136925,0.149575,0.1308875,0.1397625,0.146875,0.147875,0.147775,0.1474
523,0.1784875,0.1460375,0.1436375,0.1362625,0.1406875,0.140775,0.134675,0.1502,0.1481625
524,0.1275125,0.1449125,0.1424,0.151125,0.1412875,0.1411875,0.157625,0.1538375,0.14615
525,0.14855,0.1445125,0.146125,0.1410875,0.145125,0.150425,0.14515,0.142225,0.1463
526,0.1396125,0.1410625,0.14535,0.136525,0.142225,0.1502375,0.1430375,0.1546375,0.1418375
527,0.1397375,0.13225,0.1401375,0.1435375,0.144425,0.1521125,0.2014125,0.1539125,0.14635
528,0.138975,0.1465375,0.1464625,0.1463,0.1440625,0.143275,0.139525,0.1440625,0.1466875
529,0.1368625,0.15345,0.14965,0.1327625,0.1441125,0.1505125,0.14015,0.14495,0.151375
530,0.1659875,0.137125,0.149125,0.13745,0.1426125,0.142325,0.141,0.140475,0.1454625
531,0.109725,0.1412,0.14955,0.1448625,0.1651,0.14315,0.1356375,0.1412625,0.1440375
532,0.1364625,0.1442375,0.1544,0.1374,0.138125,0.1455,0.1576125,0.1424625,0.1437125
533,0.1424875,0.1471,0.151175,0.1436125,0.138625,0.14745,0.1376375,0.151575,0.14498750000000002
534,0.1376375,0.146575,0.1476375,0.13435,0.15185,0.1502375,0.1517875,0.1491375,0.1429125
535,0.1417875,0.1380375,0.1467,0.1286125,0.13915,0.147725,0.1441375,0.15305,0.1571375
536,0.136375,0.1465125,0.1514375,0.1734875,0.1559,0.1418625,0.1505125,0.1553375,0.1538625
537,0.12385,0.13265,0.142525,0.1446375,0.1417125,0.144575,0.140775,0.14845,0.1458375
538,0.15225,0.1391,0.14465,0.131025,0.14905,0.1467625,0.1510375,0.144975,0.15335000000000001
539,0.14565,0.1545125,0.1470125,0.1414625,0.142975,0.14495,0.2243375,0.1423125,0.1465625
540,0.1396,0.1486125,0.14775,0.145225,0.1500125,0.1479375,0.147975,0.14915,0.1452125
541,0.1685375,0.146825,0.13775,0.144775,0.1410375,0.157575,0.1432125,0.1561375,0.1446625
542,0.1581625,0.1399375,0.1507875,0.14925,0.1597625,0.150875,0.1354625,0.143325,0.1471625
543,0.1402,0.1432875,0.1429625,0.3033875,0.1456,0.147,0.1492625,0.14445,0.14676250000000002
544,0.1426625,0.137075,0.144075,0.135575,0.137375,0.1438125,0.2920875,0.1410375,0.1504125
545,0.1344,0.168825,0.1475875,0.145775,0.141075,0.1490375,0.1281125,0.1410375,0.14351250000000002
546,0.1514875,0.133925,0.15725,0.140575,0.1396625,0.1453375,0.1653375,0.1389875,0.146125
547,0.133975,0.139725,0.1428,0.12375,0.142975,0.15105,0.1382625,0.1387125,0.148725
548,0.146975,0.1568625,0.140075,0.1367,0.1393,0.1499875,0.145775,0.1421125,0.1441375
549,0.1430125,0.1556375,0.1459125,0.1371375,0.174325,0.1416875,0.1445875,0.1500875,0.14927500000000002
550,0.1377625,0.3175625,0.145875,0.142575,0.1403875,0.1474,0.1332125,0.15065,0.14598750000000002
551,0.1388875,0.1443375,0.1499625,0.153375,0.1465125,0.1472875,0.131725,0.146775,0.1411625
552,0.140425,0.1620875,0.1459875,0.131225,0.1471375,0.144525,0.1368125,0.1551125,0.1484875
553,0.1387125,0.1510125,0.145825,0.157425,0.1502625,0.1487,0.1525375,0.1558875,0.149925
554,0.1321375,0.1474375,0.14625,0.156175,0.1541,0.1466375,0.1290125,0.1545125,0.1448375
555,0.1634625,0.1463,0.142625,0.1325625,0.1444375,0.142,0.134975,0.143575,0.14952500000000002
556,0.136125,0.142575,0.1489,0.128025,0.14325,0.1455125,0.141375,0.149175,0.142875
557,0.1594375,0.1351375,0.15005,0.142525,0.14005,0.1470125,0.16,0.1451125,0.1477
558,0.1512375,0.138,0.1450375,0.1251,0.14645,0.1487,0.157575,0.143175,0.15508750000000002
559,0.1474625,0.1320375,0.14325,0.1368875,0.1418125,0.148425,0.1525875,0.136075,0.1481125
560,0.132475,0.1422,0.1491625,0.149975,0.14565,0.14615,0.1673,0.13725,0.14675000000000002
561,0.1388625,0.1488625,0.157225,0.152125,0.148475,0.1455625,0.139375,0.1372625,0.15125
562,0.1312,0.1516125,0.1421375,0.1388375,0.1519,0.150375,0.14485,0.155225,0.14915
563,0.1612625,0.1405875,0.1509875,0.1366375,0.1482625,0.1447125,0.141875,0.13955,0.14601250000000002
564,0.14665,0.143975,0.143275,0.1409125,0.1377375,0.1470625,0.138075,0.145675,0.148325
565,0.1412875,0.1497,0.1448125,0.135925,0.1429875,0.1448875,0.1560375,0.1428,0.149975
566,0.1486375,0.1545375,0.148675,0.1343875,0.146675,0.143675,0.14965,0.1470375,0.154175
567,0.1365875,0.142275,0.1409625,0.1355875,0.1448625,0.145125,0.148675,0.147125,0.147675
568,0.1279125,0.146925,0.14485,0.15275,0.1389,0.1398125,0.134525,0.14865,0.14653750000000001
569,0.142725,0.1340125,0.13775,0.1325,0.1432125,0.1439875,0.1424875,0.132875,0.1521
570,0.1351,0.144125,0.1429,0.143975,0.1618,0.1515125,0.13915,0.1456625,0.1474875
571,0.1432375,0.1457375,0.1432125,0.1317625,0.1398125,0.1409375,0.1498875,0.155025,0.146325
572,0.1519,0.154475,0.144825,0.14395,0.1511,0.1419375,0.1317375,0.1459875,0.1421625
573,0.155,0.15325,0.144325,0.14505,0.1501125,0.143125,0.1498,0.144425,0.1509625
574,0.1388125,0.1453125,0.1476375,0.1409875,0.1504875,0.1422625,0.1279125,0.1453,0.1410125
575,0.155275,0.1403,0.146375,0.144,0.1427125,0.1602,0.151725,0.148925,0.1443125
576,0.134125,0.1411125,0.1455,0.13415,0.1400875,0.1416625,0.159775,0.14425,0.1494
577,0.1538375,0.1348125,0.1476625,0.142975,0.1456,0.153425,0.149825,0.1428,0.1499
578,0.1768,0.14315,0.144525,0.1435625,0.1501625,0.14805,0.1453875,0.1412125,0.1474
579,0.1614125,0.1848625,0.1455875,0.1407,0.1429,0.1399375,0.1315875,0.142475,0.147425
580,0.1319125,0.150025,0.1443,0.13795,0.1403375,0.1389625,0.1469125,0.14815,0.148325
581,0.13455,0.1459625,0.1491375,0.203075,0.167675,0.1437375,0.136725,0.1529,0.1534
582,0.1831125,0.1550375,0.1434875,0.14375,0.13225,0.146675,0.1390875,0.1435125,0.1489625
583,0.1436625,0.1625125,0.1414625,0.128425,0.1394,0.153525,0.1409125,0.179575,0.14776250000000002
584,0.1546625,0.1354,0.15985,0.1530375,0.1589875,0.143325,0.1547375,0.1464375,0.1493875
585,0.1644,0.13495,0.1358875,0.14095,0.146325,0.151525,0.14625,0.150025,0.14795
586,0.1493875,0.1438125,0.1419125,0.1589125,0.157625,0.1464125,0.1517125,0.14735,0.149125
587,0.1411625,0.1495125,0.1414,0.1324,0.3530875,0.1556125,0.1559625,0.154075,0.1486125
588,0.1582875,0.145375,0.149175,0.1582625,0.1509625,0.142825,0.16255,0.1435625,0.1536125
589,0.16465,0.1461375,0.14615,0.1473125,0.1507625,0.145325,0.1502,0.146925,0.1476625
590,0.13675,0.1373875,0.1471,0.1392625,0.144175,0.1511875,0.1327875,0.1496,0.14677500000000002
591,0.1880625,0.150075,0.144125,0.1489375,0.1441375,0.142275,0.1499625,0.1516375,0.1464625
592,0.1640375,0.1420375,0.1399875,0.144375,0.1455375,0.1465375,0.1558,0.1600625,0.1528625
593,0.1360875,0.1434375,0.144625,0.1432375,0.156875,0.1582875,0.15185,0.1559125,0.14645
594,0.141225,0.13495,0.138975,0.13275,0.1459125,0.1478375,0.144525,0.1474125,0.15055000000000002
595,0.15795,0.1576875,0.1412,0.1507125,0.1408,0.1442,0.1453375,0.1508375,0.15003750000000002
596,0.137675,0.1564125,0.1406125,0.1422375,0.1550875,0.147125,0.140025,0.142025,0.14550000000000002
597,0.1353625,0.1427125,0.14735,0.1485625,0.1452625,0.14195,0.1456125,0.1396625,0.1484875
598,0.1417375,0.1680875,0.1490125,0.1435625,0.1403375,0.1483875,0.1635875,0.149325,0.1499375
599,0.14585,0.1437375,0.1388625,0.1834875,0.1502,0.153875,0.1531625,0.14755,0.1420125
600,0.139325,0.1532125,0.1482,0.1293,0.1478125,0.1446375,0.14865,0.14365,0.1479
601,0.1372125,0.14825,0.1562375,0.1396,0.1837,0.1411,0.146025,0.1512,0.1522375
602,0.1436,0.1554625,0.1390625,0.1472375,0.153725,0.147075,0.1393,0.1566625,0.1489375
603,0.270025,0.1470625,0.1455,0.1506125,0.160825,0.152825,0.142675,0.1450125,0.1477375
604,0.187425,0.1282,0.1501625,0.1471875,0.1520125,0.1469625,0.147375,0.140425,0.1484875
605,0.1346875,0.1402375,0.146975,0.1438375,0.1416875,0.1418375,0.1388625,0.1431625,0.1464
606,0.1328375,0.1406125,0.1485125,0.1555875,0.1393125,0.1451375,0.15325,0.1487,0.1446125
607,0.1492125,0.140575,0.148625,0.142275,0.1402375,0.145475,0.1346375,0.1445,0.14425000000000002
608,0.1399875,0.1489625,0.1409125,0.138375,0.169475,0.1449875,0.144625,0.1457375,0.14785
609,0.1410875,0.1587625,0.1460875,0.14185,0.1570125,0.1432375,0.1453625,0.150625,0.152375
610,0.1510375,0.142425,0.1527125,0.148425,0.1338625,0.150025,0.1372375,0.1461375,0.1488875
611,0.1502375,0.1412,0.1468375,0.139,0.1457125,0.1450625,0.1418875,0.1414875,0.147075
612,0.1380125,0.163875,0.14175,0.144875,0.148325,0.141975,0.14125,0.1420375,0.150425
613,0.139425,0.145975,0.139,0.1446125,0.1496,0.15145,0.1372,0.142875,0.146675
614,0.1369125,0.143175,0.148275,0.1308,0.1504,0.14655,0.1479625,0.1451125,0.1474625
615,0.1567625,0.164525,0.1613,0.1391125,0.1530375,0.1400375,0.134575,0.153525,0.1527625
616,0.1427125,0.13275,0.1469625,0.1436125,0.147525,0.1601875,0.14265,0.1553125,0.1471625
617,0.1354375,0.1505625,0.142525,0.141275,0.1432,0.1439,0.13195,0.1486875,0.15280000000000002
618,0.13815,0.144,0.161175,0.1542125,0.1471,0.1467875,0.1370875,0.1431625,0.144425
619,0.1302,0.1402,0.140225,0.15945,0.1445875,0.1470375,0.156025,0.1524625,0.149625
620,0.1528625,0.1418125,0.14295,0.1325125,0.1392,0.1533875,0.1400125,0.1426125,0.1466875
621,0.1344125,0.1506375,0.149525,0.1361125,0.1442625,0.1719,0.13685,0.13885,0.1450875
622,0.14295,0.153825,0.14165,0.1475625,0.1412875,0.1472125,0.132475,0.1552125,0.146225
623,0.1425125,0.1473625,0.142975,0.1301625,0.145825,0.150525,0.30715,0.1546125,0.14445
624,0.1379,0.1476375,0.1447625,0.138625,0.1490125,0.1487625,0.15195,0.1419,0.14785
625,0.112625,0.1468,0.1458375,0.2084875,0.142025,0.1476125,0.1363,0.14055,0.1449375
626,0.1526125,0.15735,0.151175,0.1468375,0.1314875,0.14395,0.1470625,0.1543375,0.14602500000000002
627,0.128925,0.1472625,0.1469625,0.2431375,0.1501625,0.1601625,0.15275,0.1468875,0.1453
628,0.1333375,0.1508875,0.147475,0.2420125,0.15345,0.1434125,0.1470375,0.1499625,0.143275
629,0.133775,0.1449875,0.1488625,0.1445875,0.1459,0.148775,0.1395125,0.1397875,0.14577500000000002
630,0.1609875,0.14345,0.1386875,0.137325,0.134225,0.149425,0.1316625,0.1502375,0.1495
631,0.15695,0.14705,0.1396125,0.1423625,0.1403375,0.1404,0.145525,0.1426375,0.14685
632,0.1479625,0.149375,0.1584625,0.131825,0.139625,0.1506875,0.1285125,0.150325,0.1529125
633,0.1129125,0.1480875,0.1363875,0.1474,0.1578,0.1401375,0.1516625,0.140675,0.14978750000000002
634,0.1906375,0.1406,0.1439625,0.1515875,0.14015,0.1468,0.1438875,0.143475,0.14851250000000002
635,0.1397625,0.1366375,0.1486375,0.1481375,0.1404125,0.146725,0.1342625,0.1533375,0.14751250000000002
636,0.13755,0.1436625,0.1452625,0.147825,0.1446125,0.1441375,0.13885,0.1406875,0.15001250000000002
637,0.1289375,0.1997375,0.149725,0.1560125,0.131975,0.171275,0.1436,0.1464,0.1507375
638,0.1396625,0.1472,0.13955,0.1335875,0.1414625,0.1430125,0.1368625,0.1485875,0.1561875
639,0.1365,0.1447125,0.1531125,0.153025,0.1438125,0.1455125,0.1388125,0.143475,0.1507
640,0.1384875,0.141,0.1492,0.1526125,0.1414375,0.14445,0.1423375,0.142275,0.151125
641,0.14005,0.132925,0.1452125,0.13675,0.1385,0.1405125,0.1509,0.1618,0.148925
642,0.1610625,0.1383875,0.140625,0.140975,0.15075,0.1440375,0.137825,0.1576125,0.1473375
643,0.1688125,0.144625,0.149525,0.131525,0.1449625,0.145325,0.178425,0.14755,0.1474
644,0.14655,0.1358875,0.1442875,0.13415,0.1451,0.15105,0.144225,0.1405125,0.14952500000000002
645,0.14265,0.1436,0.1539125,0.1588875,0.1479375,0.1498375,0.152025,0.148075,0.14600000000000002
646,0.1366125,0.1542375,0.1551125,0.14995,0.1545375,0.1409375,0.1659875,0.146925,0.14776250000000002
647,0.1834625,0.1691125,0.1493625,0.141025,0.1445625,0.1482375,0.15985,0.1469375,0.15031250000000002
648,0.1630125,0.153,0.1551,0.1528375,0.154025,0.143725,0.1429875,0.1453875,0.14753750000000002
649,0.1438375,0.1412875,0.1395125,0.1477125,0.15025,0.1565,0.149025,0.1397875,0.1479375
650,0.1364625,0.135975,0.1419875,0.1480125,0.1437375,0.154125,0.145425,0.1466625,0.1436875
651,0.1506875,0.149825,0.1443875,0.1401375,0.1288625,0.143225,0.1518125,0.1464875,0.144925
652,0.131375,0.1365875,0.148775,0.1331875,0.14325,0.1408625,0.1564875,0.1501125,0.141825
653,0.15935,0.15655,0.1400375,0.146675,0.1480125,0.1468625,0.14565,0.159075,0.1431125
654,0.1303125,0.145325,0.1494125,0.1324875,0.14425,0.1487125,0.13935,0.1539625,0.14726250000000002
655,0.1595625,0.1537375,0.14505,0.1516625,0.142475,0.1490625,0.1404875,0.1440125,0.144125
656,0.1441625,0.1467875,0.14885,0.147575,0.2313375,0.1423875,0.1631625,0.1371875,0.14645
657,0.139175,0.146825,0.152425,0.1552,0.1425375,0.14875,0.1461,0.146125,0.1494375
658,0.1385625,0.1431,0.1430875,0.148975,0.1389125,0.1480125,0.1473375,0.13965,0.1461375
659,0.1333125,0.1428125,0.1338375,0.142025,0.1476375,0.1504125,0.15545,0.1467875,0.1476625
660,0.125125,0.1416375,0.1483625,0.1296125,0.1415375,0.1475625,0.1385125,0.141625,0.143525
661,0.1393125,0.1929375,0.13655,0.1464875,0.1499875,0.14205,0.1367875,0.1426625,0.1482
662,0.16405,0.14145,0.1426625,0.1406625,0.1378,0.1448375,0.15005,0.1359375,0.1492
663,0.1425625,0.1512625,0.1446,0.1384375,0.1384625,0.1472125,0.1441625,0.13945,0.14170000000000002
664,0.2128,0.140725,0.1508875,0.1589625,0.14165,0.144875,0.13125,0.181825,0.15095
665,0.135725,0.15,0.1473375,0.1331125,0.1448375,0.15235,0.1319375,0.1452625,0.1449625
666,0.2952625,0.1422,0.145975,0.1604125,0.150325,0.1524125,0.155875,0.141725,0.1532375
667,0.1425875,0.1547375,0.1415375,0.1348625,0.1422875,0.1497625,0.152875,0.1581,0.1468625
668,0.14575,0.1484875,0.1422375,0.1511,0.1459,0.1471,0.137175,0.1647875,0.146375
669,0.13615,0.136725,0.1406125,0.1685375,0.1473375,0.146775,0.1732,0.139725,0.145575
670,0.1493625,0.1421625,0.212325,0.1434,0.1432,0.1536,0.1568875,0.144125,0.1448625
671,0.133075,0.141775,0.146275,0.169475,0.142025,0.1495375,0.1374125,0.1481,0.15228750000000002
672,0.1476,0.152375,0.142925,0.132875,0.137075,0.1483625,0.13975,0.1446625,0.14373750000000002
673,0.20385,0.135325,0.1429875,0.1622875,0.1474875,0.1437625,0.133325,0.1442375,0.1496375
674,0.15855,0.1382875,0.1473375,0.14025,0.138325,0.1464875,0.161875,0.1394,0.1487375
675,0.135325,0.1432,0.1498125,0.1377625,0.154375,0.143525,0.13995,0.154725,0.1500875
676,0.1438125,0.1439625,0.15065,0.1335625,0.1359625,0.155425,0.1379875,0.1475,0.14801250000000002
677,0.1436,0.1396,0.1643875,0.15075,0.145225,0.1467375,0.1341125,0.149475,0.14395
678,0.1321875,0.1492125,0.1436625,0.1372,0.15155,0.1524875,0.1515875,0.1401125,0.17451250000000001
679,0.128825,0.1414625,0.139225,0.146925,0.1587,0.1479375,0.1427,0.154025,0.154175
680,0.1502625,0.16405,0.1478375,0.1519,0.1384375,0.1393375,0.1473875,0.139325,0.1416125
681,0.1472,0.13315,0.1474125,0.1456875,0.1352,0.1434375,0.1390375,0.1430125,0.1486125
682,0.1507625,0.1556,0.1479,0.138375,0.1467125,0.146375,0.156775,0.1506,0.14677500000000002
683,0.1450875,0.138525,0.148825,0.136375,0.14495,0.1519625,0.14425,0.1481375,0.1458625
684,0.178775,0.141625,0.151925,0.1369625,0.1397375,0.1382625,0.1483,0.1541875,0.14248750000000002
685,0.128725,0.1448,0.1507625,0.1383,0.14565,0.1486,0.135575,0.1389125,0.14745
686,0.1410375,0.1402375,0.1444125,0.1441375,0.140625,0.1520875,0.134175,0.14705,0.1509375
687,0.138775,0.148625,0.1426875,0.1350875,0.144825,0.1148,0.1346125,0.14505,0.151225
688,0.1360125,0.1458375,0.1412375,0.1402625,0.1378125,0.144475,0.1580625,0.1534,0.1448125
689,0.1579375,0.1376,0.1451375,0.142175,0.1407125,0.1438,0.1349625,0.1513875,0.14753750000000002
690,0.201875,0.140725,0.1467625,0.144675,0.1455625,0.143525,0.1483,0.1419625,0.1459625
691,0.1318125,0.153675,0.1417625,0.1625625,0.1732125,0.144325,0.1699875,0.1597125,0.14880000000000002
692,0.138425,0.14945,0.1442875,0.151175,0.11475,0.1451,0.128675,0.14625,0.147075
693,0.15065,0.150575,0.1488875,0.1824125,0.1371125,0.1496875,0.1398375,0.1518,0.14880000000000002
694,0.1400625,0.14825,0.1501125,0.1543375,0.1403875,0.148775,0.1437375,0.14945,0.1434
695,0.1456125,0.1545625,0.1396875,0.148875,0.1562375,0.1468,0.15355,0.1496,0.1448625
696,0.153825,0.157225,0.1416375,0.139825,0.141125,0.1407375,0.1383375,0.146625,0.1449625
697,0.1254875,0.1510125,0.1454375,0.1617125,0.1544,0.149225,0.1456125,0.1516625,0.1462
698,0.1481625,0.1453375,0.144075,0.1610625,0.147575,0.15,0.1383625,0.1445,0.14975
699,0.14025,0.14455,0.1411875,0.1430125,0.1425,0.1462,0.1479125,0.140225,0.1464375
700,0.1448625,0.1398875,0.1579375,0.1398125,0.1420625,0.1499125,0.128825,0.1466,0.14197500000000002
701,0.142975,0.1468625,0.148125,0.1585875,0.1636375,0.1409,0.1346875,0.1507,0.1429375
702,0.1387,0.15345,0.1412375,0.1390125,0.13975,0.1629875,0.1413125,0.1491,0.14952500000000002
703,0.1554875,0.1458,0.14195,0.151625,0.140725,0.141575,0.1484625,0.14835,0.1488875
704,0.1396,0.1360875,0.1462125,0.1577,0.1389125,0.1489125,0.1955625,0.146475,0.15053750000000002
705,0.1644375,0.1431,0.1489125,0.1427,0.141125,0.1536,0.1434875,0.1407,0.1537125
706,0.133025,0.13385,0.154075,0.1375875,0.1564875,0.144,0.1338625,0.143525,0.14645
707,0.1384875,0.14385,0.146825,0.1510625,0.1438875,0.1428375,0.132225,0.1495125,0.14455
708,0.2018875,0.144625,0.14365,0.159275,0.24295,0.1425375,0.15375,0.14975,0.14795
709,0.1535,0.149425,0.143375,0.1391,0.146175,0.1446,0.152225,0.1400875,0.1471875
710,0.1559,0.205825,0.14885,0.1748,0.1744625,0.144425,0.1276375,0.1428,0.148625
711,0.1371875,0.134775,0.146525,0.1502375,0.147875,0.1482625,0.12445,0.1479875,0.148675
712,0.17125,0.1665125,0.147175,0.1330875,0.14295,0.14945,0.125925,0.1522375,0.143125
713,0.145225,0.1475625,0.14285,0.147625,0.149075,0.1553375,0.1416625,0.1514625,0.146475
714,0.1449625,0.1496125,0.1489875,0.1426,0.1349625,0.1529,0.1448375,0.1460375,0.153875
715,0.1507625,0.1608875,0.1475625,0.14895,0.14565,0.144875,0.132225,0.144375,0.1468625
716,0.1333375,0.1485,0.1417875,0.14695,0.14135,0.1466625,0.1700875,0.1492875,0.1481625
717,0.1329625,0.1426625,0.1443375,0.1431375,0.1492875,0.1468125,0.1368125,0.1430625,0.14835
718,0.148875,0.132575,0.1391375,0.139625,0.1556125,0.1420875,0.1519,0.1444875,0.1505
719,0.1728,0.14845,0.163475,0.1445625,0.14235,0.150725,0.17675,0.1412375,0.148625
720,0.137225,0.144,0.1471125,0.1468875,0.14495,0.1459625,0.139725,0.1430875,0.149075
721,0.1336875,0.1502125,0.1444625,0.1518375,0.143325,0.1477875,0.14895,0.143675,0.14373750000000002
722,0.1396375,0.1395375,0.1465125,0.1824125,0.15645,0.148475,0.1569125,0.14835,0.1457125
723,0.1705875,0.1406625,0.1402875,0.1401,0.1401125,0.1469,0.154325,0.1458,0.1471875
724,0.1419375,0.1395875,0.14555,0.154525,0.143925,0.1616375,0.131725,0.1394875,0.14652500000000002
725,0.156475,0.1418125,0.15035,0.1423375,0.1425375,0.1424,0.13765,0.1494375,0.156975
726,0.1572875,0.1517125,0.1397625,0.147625,0.1438,0.143825,0.128775,0.1472625,0.1484125
727,0.1479125,0.159025,0.1427125,0.1403375,0.141125,0.1564875,0.1306,0.141075,0.1455625
728,0.1415125,0.1505125,0.14255,0.171025,0.1448375,0.1444375,0.1628,0.144875,0.1529625
729,0.138475,0.1333875,0.1432625,0.135375,0.1552125,0.1392875,0.144325,0.1508375,0.1493875
730,0.1381125,0.14605,0.16825,0.163625,0.136875,0.14895,0.1331875,0.145475,0.1442875
731,0.19195,0.14285,0.149025,0.1570875,0.1449375,0.1423,0.148925,0.1466,0.149
732,0.151925,0.1433,0.1458125,0.14945,0.1569625,0.1573625,0.1465625,0.145575,0.1433
733,0.161925,0.141,0.1517875,0.1617375,0.1581875,0.13745,0.1655375,0.1492625,0.15001250000000002
734,0.1282375,0.138625,0.142975,0.144025,0.153075,0.1414625,0.1464625,0.149075,0.149325
735,0.1532625,0.13555,0.1435875,0.13735,0.1468875,0.14565,0.1484625,0.148175,0.150425
736,0.1447375,0.137025,0.1401125,0.13415,0.138975,0.1439875,0.1346875,0.144325,0.1489
737,0.149,0.144175,0.14765,0.136225,0.1539875,0.1479375,0.1495625,0.157275,0.1441375
738,0.14025,0.1466,0.1438625,0.1419875,0.147625,0.14495,0.1469875,0.155475,0.1507375
739,0.1293,0.1383625,0.138475,0.1467375,0.1374625,0.1474875,0.1402625,0.145225,0.1478375
740,0.16375,0.14205,0.145375,0.157325,0.142075,0.1440375,0.137925,0.145825,0.14645
741,0.14065,0.1480125,0.1631375,0.1304,0.1433125,0.1431625,0.145625,0.14595,0.140675
742,0.14715,0.1456,0.1472875,0.136825,0.13865,0.154325,0.1312125,0.1479125,0.1458375
743,0.12965,0.1537875,0.1478375,0.1303125,0.1469625,0.1480375,0.1422125,0.1381,0.15475
744,0.1394625,0.141425,0.139275,0.1414125,0.1385875,0.1527375,0.1398,0.1424,0.1449375
745,0.1444875,0.135475,0.1465,0.1429,0.1482125,0.150225,0.1388375,0.144025,0.1464
746,0.1399875,0.149775,0.1414,0.1433,0.1474625,0.15155,0.14955,0.1454625,0.1499
747,0.1415875,0.146875,0.1444,0.1429375,0.1417125,0.1424375,0.1437875,0.1551375,0.14927500000000002
748,0.1308375,0.1419,0.146525,0.1356125,0.151,0.1441375,0.1416625,0.1573375,0.1461
749,0.1419375,0.14365,0.147375,0.1244625,0.1513125,0.1416375,0.1375125,0.1623,0.151475
750,0.1338625,0.1514,0.1564125,0.1322,0.1399,0.15535,0.2712375,0.14665,0.1540375
751,0.138175,0.15685,0.1476,0.154975,0.1423125,0.1438375,0.14565,0.153975,0.1474875
752,0.14285,0.14575,0.1474625,0.2263125,0.1493125,0.1441,0.176925,0.1510625,0.14602500000000002
753,0.1339125,0.1443625,0.15075,0.1388625,0.1547,0.1429875,0.138475,0.1488,0.14802500000000002
754,0.1386,0.1468625,0.1454,0.1353125,0.141875,0.1461375,0.14825,0.146875,0.1509125
755,0.1374,0.14735,0.14675,0.1359,0.152575,0.1454125,0.1473375,0.1474375,0.1511375
756,0.14295,0.1462875,0.1508375,0.18345,0.1385875,0.1478125,0.151425,0.153725,0.1503875
757,0.1513125,0.14225,0.152425,0.14085,0.1417375,0.141025,0.1655875,0.1485625,0.1537375
758,0.14955,0.135625,0.1462375,0.1433375,0.1602875,0.15105,0.1405375,0.1480375,0.1483625
759,0.1491625,0.1441875,0.149275,0.1466375,0.139925,0.14735,0.1591875,0.1499,0.1476
760,0.1364875,0.1414875,0.1436125,0.148125,0.212025,0.14225,0.1411375,0.1434,0.1451875
761,0.1394125,0.1436625,0.15035,0.1344625,0.15155,0.1428375,0.161525,0.1484875,0.1440875
762,0.1293875,0.139275,0.1386125,0.1295375,0.1309875,0.1491,0.138475,0.1485625,0.14702500000000002
763,0.1285375,0.1472,0.1449875,0.1495125,0.1545875,0.1479125,0.145825,0.226,0.15081250000000002
764,0.12945,0.152175,0.145575,0.1455,0.1423,0.1452875,0.147575,0.152525,0.15025
765,0.139125,0.151475,0.1490125,0.1481375,0.157875,0.141825,0.1297875,0.152575,0.1489625
766,0.1542,0.1471375,0.143525,0.1663,0.1592375,0.14165,0.14165,0.147025,0.1478625
