chain_id,hmc_5,hmc_10,hmc_20,hmc_uniform_9,hmc_uniform_19,hmc_uniform_39,hmc_two_point_9,hmc_two_point_39,nuts
1005,0.1466,0.1443,0.1362,0.15555,0.1514125,0.1516875,0.13615,0.157225,0.15215
1006,0.140725,0.1414125,0.146975,0.16355,0.1447375,0.1509875,0.1381,0.1377,0.1444125
1007,0.1434125,0.1463125,0.1410375,0.136625,0.1475625,0.1541375,0.1463625,0.14485,0.1440375
1008,0.1505625,0.1477625,0.1422,0.1603125,0.14855,0.1353375,0.1552875,0.14355,0.1496875
1009,0.153925,0.1410625,0.1467,0.148025,0.1541625,0.1439125,0.1337375,0.1514625,0.153925
1010,0.1264875,0.1469875,0.1547875,0.1573,0.1412125,0.1494875,0.146025,0.1446875,0.142925
1011,0.150475,0.1419875,0.145475,0.1468375,0.146325,0.14535,0.1460125,0.1395625,0.14945
1012,0.1526875,0.1368875,0.141275,0.6696125,0.1364125,0.1394875,0.1403875,0.142575,0.1502
1013,0.1488625,0.135075,0.1441375,0.14815,0.1445125,0.1575,0.1386875,0.1479125,0.145075
1014,0.1525875,0.217225,0.1500375,0.141625,0.14865,0.148175,0.1581125,0.1483125,0.14725000000000002
1015,0.2630375,0.1465625,0.1439625,0.146575,0.1435,0.147275,0.3110625,0.15105,0.14401250000000002
1016,0.1386375,0.15875,0.1487375,0.1543,0.150175,0.142925,0.1437,0.1356625,0.147175
1017,0.141475,0.1464,0.134425,0.150875,0.1501625,0.1430125,0.1368625,0.1483375,0.1519625
1018,0.1450375,0.151075,0.144575,0.126275,0.150725,0.1417125,0.1350375,0.1413625,0.1468125
1019,0.1720625,0.1514375,0.1558375,0.1384625,0.14415,0.1519875,0.14495,0.1403625,0.1507375
1020,0.13205,0.1384875,0.1468625,0.152375,0.1410625,0.142475,0.1451875,0.1387875,0.1465625
1021,0.158525,0.1395,0.150825,0.13375,0.144475,0.15055,0.1675875,0.1389375,0.1488625
1022,0.1461,0.141475,0.1401625,0.1367625,0.1365875,0.1427625,0.1326875,0.1544,0.1473125
1023,0.1317125,0.1535,0.1453875,0.158625,0.226275,0.14305,0.1426,0.1479125,0.14727500000000002
1024,0.1679625,0.1433,0.1471,0.1475,0.1451875,0.148925,0.1491375,0.16295,0.153725
1025,0.1452375,0.147675,0.1462875,0.1558375,0.1468625,0.14475,0.1333875,0.1441375,0.1547375
1026,0.150375,0.1433125,0.139975,0.150025,0.1494625,0.1432125,0.1543125,0.1419625,0.14635
1027,0.1387625,0.1455375,0.1489875,0.1528,0.1401375,0.142725,0.148175,0.1442,0.151725
1028,0.132275,0.13905,0.1452625,0.152275,0.1302875,0.1420625,0.1318625,0.14445,0.1531375
1029,0.1346125,0.151325,0.1414625,0.1731125,0.145525,0.1498125,0.1418625,0.16525,0.14956250000000001
1030,0.1757875,0.1487375,0.146775,0.1457125,0.151725,0.153625,0.1388,0.1514625,0.1466
1031,0.144425,0.14295,0.1528,0.1274,0.14965,0.1480625,0.1322875,0.1369625,0.14700000000000002
1032,0.1474125,0.139925,0.1465875,0.1409375,0.14185,0.140775,0.1511875,0.147725,0.151375
1033,0.1433875,0.143075,0.1537,0.139475,0.1417125,0.150975,0.150775,0.145525,0.1482
1034,0.1361375,0.16575,0.14305,0.1357875,0.1562,0.142175,0.1407,0.1416875,0.1456375
1035,0.1446625,0.142475,0.1471875,0.1571,0.1531125,0.1420875,0.1464625,0.1502125,0.14500000000000002
1036,0.1461,0.145375,0.1417125,0.147375,0.1719,0.1533,0.15295,0.140525,0.1529125
1037,0.1404875,0.1442125,0.146325,0.13105,0.1493875,0.146725,0.1398875,0.1542875,0.15006250000000002
1038,0.1369125,0.1468,0.2022375,0.14255,0.1408125,0.1435875,0.141325,0.1696,0.14728750000000002
1039,0.181825,0.1499,0.146825,0.1613625,0.1525625,0.1430125,0.1495375,0.1415125,0.1511875
1040,0.1257125,0.145375,0.141825,0.1528625,0.1483,0.1501375,0.15205,0.14585,0.143125
1041,0.1360625,0.1506,0.1463375,0.1326875,0.1467875,0.1454125,0.1392,0.1465625,0.1454375
1042,0.1405625,0.1403125,0.143,0.1594875,0.1421875,0.14425,0.153125,0.1444875,0.1501375
1043,0.1419625,0.1507375,0.1491375,0.1389875,0.1365,0.157,0.1443625,0.143575,0.148875
1044,0.1444375,0.136475,0.1405625,0.155725,0.1421,0.1480375,0.1437875,0.1402625,0.14795
1045,0.141525,0.173175,0.14995,0.1343,0.1469625,0.1466875,0.1482125,0.1497375,0.15208750000000001
1046,0.45955,0.1556875,0.1426875,0.1702875,0.15245,0.1411875,0.1450125,0.145075,0.149975
1047,0.153425,0.146175,0.14245,0.1516375,0.1601875,0.14035,0.1413625,0.1577875,0.15486250000000001
1048,0.1550625,0.14715,0.1260625,0.159225,0.140575,0.1430875,0.1574375,0.1431375,0.1539
1049,0.1519625,0.1414625,0.1415625,0.140675,0.1397125,0.1443125,0.1388625,0.1409875,0.151375
1050,0.130225,0.1417625,0.1538375,0.134675,0.14895,0.1424,0.1479625,0.1484875,0.146225
1051,0.15335,0.135325,0.1433125,0.13875,0.1526375,0.1457375,0.1416625,0.1551375,0.1495
1052,0.1338625,0.1354625,0.1452875,0.1696625,0.1296875,0.147575,0.1329625,0.1485,0.14472500000000002
1053,0.1389,0.1465375,0.1389875,0.1397375,0.1530375,0.1459125,0.1589625,0.138625,0.1442875
1054,0.143075,0.1437875,0.14315,0.14285,0.1612125,0.142625,0.145625,0.142325,0.14627500000000002
1055,0.1285875,0.14565,0.1369625,0.141025,0.141375,0.148225,0.1451875,0.1367625,0.14297500000000002
1056,0.147475,0.1405125,0.1371375,0.1435125,0.14205,0.1568625,0.1476125,0.1403375,0.15295
1057,0.141325,0.145425,0.15,0.1469875,0.1433125,0.1504125,0.135525,0.14785,0.15203750000000002
1058,0.145825,0.137425,0.1405125,0.1494625,0.1598375,0.1480875,0.1492125,0.146225,0.146975
1059,0.142075,0.1760375,0.1524125,0.1275125,0.1563625,0.1491375,0.1512625,0.1475125,0.1461125
1060,0.143,0.141625,0.1453625,0.1558375,0.1565375,0.1431625,0.1441,0.145025,0.1461875
1061,0.1366,0.1558875,0.1425375,0.142325,0.145825,0.1490125,0.152075,0.151525,0.14750000000000002
1062,0.165675,0.1439875,0.15145,0.1400125,0.154525,0.14705,0.1421,0.151575,0.1452875
1063,0.160475,0.1458875,0.14715,0.1673,0.1424,0.14285,0.14245,0.1505625,0.1540375
1064,0.1589625,0.1461625,0.144,0.150575,0.14925,0.23735,0.1380375,0.1399875,0.14915
1065,0.1380125,0.1421375,0.1432625,0.1545875,0.1415375,0.1459,0.1500375,0.145525,0.1495875
1066,0.1813875,0.1451375,0.14255,0.1663125,0.1433125,0.1468125,0.1822625,0.15435,0.14715
1067,0.1542,0.149025,0.13935,0.1464875,0.1476125,0.1406125,0.1567625,0.1415,0.1474
1068,0.1300375,0.142075,0.14365,0.141775,0.14315,0.149275,0.1554125,0.144275,0.14903750000000002
1069,0.15145,0.1408625,0.1543,0.1267,0.140425,0.142525,0.1433375,0.1514375,0.1504
1070,0.160175,0.146975,0.15305,0.1463,0.139375,0.1438625,0.1472375,0.139175,0.14802500000000002
1071,0.1303125,0.142575,0.145975,0.14825,0.1399,0.148325,0.1417875,0.1472,0.14725000000000002
1072,0.152025,0.1769625,0.142275,0.1415875,0.1386125,0.1458125,0.166725,0.15515,0.141625
1073,0.1421875,0.1431875,0.1437625,0.128325,0.1419625,0.1401375,0.1802375,0.1447625,0.14865
1074,0.13585,0.1408125,0.1440125,0.142125,0.142425,0.142275,0.1407875,0.1438125,0.14573750000000002
1075,0.1412625,0.1186875,0.141725,0.144625,0.1542,0.1435375,0.147575,0.1458625,0.147925
1076,0.1370125,0.1466,0.1462625,0.1636375,0.14935,0.13685,0.149675,0.1440125,0.14795
1077,0.1466125,0.147575,0.154425,0.1336625,0.1488625,0.14065,0.1408,0.1518625,0.14485
1078,0.1389375,0.1395,0.1455125,0.1384,0.147875,0.144175,0.1368625,0.1529,0.1548875
1079,0.1393625,0.1420375,0.1477625,0.1347875,0.166825,0.1441125,0.1347875,0.1517125,0.145075
1080,0.157775,0.1479875,0.1434,0.1713375,0.1561125,0.1440375,0.1853,0.1410125,0.14928750000000002
1081,0.1392625,0.14705,0.141675,0.1398875,0.1428125,0.151175,0.1393625,0.1588125,0.1457125
1082,0.135825,0.14635,0.140975,0.1427625,0.1460375,0.1479,0.1349375,0.1383625,0.1495875
1083,0.150625,0.1553375,0.1413,0.1247875,0.14585,0.1476625,0.13535,0.14865,0.1406375
1084,0.14815,0.14085,0.1500125,0.1438625,0.1379125,0.1575625,0.2082875,0.1449,0.15132500000000002
1085,0.144025,0.14075,0.15845,0.136425,0.135475,0.16365,0.1379875,0.1466875,0.149425
1086,0.167975,0.140725,0.1454125,0.133675,0.1491875,0.1442875,0.1495875,0.1426375,0.14071250000000002
1087,0.223875,0.1430125,0.1443,0.1441375,0.138,0.1473125,0.1485625,0.147,0.1446
1088,0.1373,0.14685,0.15675,0.1331,0.14815,0.14995,0.1459625,0.1463125,0.1458875
1089,0.153025,0.1531625,0.14275,0.149875,0.1355875,0.137475,0.15075,0.140175,0.1494
1090,0.1509,0.1483875,0.1457,0.15005,0.140625,0.149975,0.1490375,0.1411,0.1458125
1091,0.14345,0.140825,0.147525,0.1473,0.139375,0.1494875,0.1377625,0.14635,0.1497375
1092,0.133875,0.1396625,0.1469125,0.1307,0.1457875,0.146725,0.1423375,0.142725,0.14677500000000002
1093,0.14475,0.1448625,0.1425125,0.141425,0.1413125,0.1491625,0.152675,0.145325,0.1426625
1094,0.14835,0.1414125,0.1437875,0.14305,0.1536875,0.1531625,0.148975,0.1359625,0.1461625
1095,0.15395,0.1435375,0.151525,0.1491125,0.156825,0.148175,0.1432,0.1457625,0.14577500000000002
1096,0.131875,0.1390375,0.143225,0.1447875,0.1451125,0.1456625,0.1490375,0.14355,0.150225
1097,0.118125,0.136775,0.1414875,0.1315125,0.1386875,0.1451625,0.151125,0.144425,0.14505
1098,0.1632375,0.14095,0.1450625,0.133475,0.1417375,0.1423125,0.1458625,0.157025,0.1494125
1099,0.14465,0.1466875,0.150275,0.1431875,0.147425,0.1407375,0.1424375,0.1528375,0.151
1100,0.1443375,0.14025,0.1523,0.1358,0.1510375,0.144725,0.1500375,0.14825,0.149125
1101,0.173575,0.13815,0.1415,0.1391,0.1161875,0.1451375,0.1415,0.1501375,0.1529125
1102,0.1432125,0.14015,0.1534125,0.1496125,0.139275,0.150525,0.1581375,0.1434625,0.151425
1103,0.143675,0.1440375,0.14645,0.1377375,0.140925,0.1475375,0.143525,0.148275,0.1423
1104,0.146225,0.1463,0.1594125,0.1483375,0.139775,0.1447,0.1488125,0.146375,0.15026250000000002
1105,0.144525,0.1414875,0.1511125,0.1480875,0.1353875,0.1509125,0.1608125,0.14795,0.1506125
1106,0.1444125,0.1451125,0.14035,0.14375,0.139925,0.1457375,0.1321375,0.1482375,0.153175
1107,0.148625,0.153925,0.23435,0.1511625,0.151925,0.151075,0.1611875,0.1496875,0.14701250000000002
1108,0.1474875,0.146175,0.14865,0.1445,0.1451375,0.1437875,0.1341625,0.1552,0.150225
1109,0.1761375,0.1453625,0.1514125,0.1407625,0.145725,0.140225,0.1375625,0.15055,0.1513875
1110,0.1592,0.1401,0.1466375,0.1478,0.1382625,0.150275,0.1625875,0.1427125,0.1451
1111,0.1443875,0.1473875,0.144375,0.173825,0.1469625,0.148525,0.1349875,0.146725,0.1481375
1112,0.1345125,0.1308,0.149,0.138375,0.151525,0.1458375,0.1447,0.149925,0.14635
1113,0.13435,0.1561125,0.142975,0.143525,0.1398875,0.1415,0.1350625,0.1463375,0.15233750000000001
1114,0.1417625,0.154025,0.1677125,0.14455,0.1543,0.1482875,0.134525,0.1461125,0.1466125
1115,0.1450625,0.14055,0.1502375,0.1371875,0.1419,0.143575,0.1514125,0.1492125,0.15106250000000002
1116,0.146475,0.1407375,0.1396375,0.1616375,0.1459,0.1439625,0.1488625,0.14365,0.1449625
1117,0.133225,0.1397875,0.1436375,0.1371,0.166325,0.14685,0.1004875,0.15135,0.1477125
1118,0.1299125,0.1426875,0.144325,0.1402625,0.158675,0.1469125,0.161725,0.1385625,0.1496625
1119,0.1646,0.143625,0.1392875,0.13365,0.143625,0.14025,0.1461875,0.144625,0.1488875
1120,0.1611,0.1438875,0.1429375,0.1349875,0.15245,0.14075,0.1435,0.1457125,0.146575
1121,0.1374375,0.138225,0.1494625,0.1321625,0.1362875,0.142875,0.1298625,0.1474875,0.15003750000000002
1122,0.12955,0.1546375,0.1424375,0.14245,0.1675,0.1701,0.14405,0.14735,0.1498375
1123,0.1371125,0.1495125,0.1503875,0.1467375,0.143475,0.1489125,0.14775,0.1614875,0.1454625
1124,0.1435875,0.15385,0.14865,0.1368375,0.14475,0.1469375,0.1781875,0.146625,0.150175
1125,0.1345,0.1406625,0.1498375,0.13105,0.1465875,0.1411625,0.1443375,0.155925,0.1505125
1126,0.1506875,0.1526875,0.1443125,0.135625,0.1432375,0.1627875,0.14465,0.1576875,0.15132500000000002
1127,0.15475,0.1629625,0.1530875,0.1487625,0.1487125,0.1528625,0.1333875,0.1429375,0.14825000000000002
1128,0.1348875,0.1451375,0.1510875,0.144025,0.1366,0.1420375,0.1423,0.14535,0.14701250000000002
1129,0.1831375,0.1358,0.1424625,0.1470375,0.146275,0.1548375,0.146,0.1596875,0.14677500000000002
1130,0.1512,0.141125,0.1521,0.1393125,0.152625,0.1434875,0.132425,0.1425,0.1504125
1131,0.1386375,0.14615,0.1478375,0.1496125,0.14785,0.1448,0.13325,0.1506375,0.1539625
1132,0.1469375,0.1397625,0.1374,0.1381625,0.1465375,0.1423125,0.1497125,0.1391625,0.1465875
1133,0.148175,0.1432625,0.1456,0.1414375,0.1427125,0.1404,0.1410375,0.1539375,0.147875
1134,0.147975,0.1443125,0.1507875,0.14195,0.14895,0.1511,0.1865125,0.1490625,0.1508625
1135,0.157425,0.154125,0.146775,0.1516875,0.1385375,0.1474875,0.140425,0.1444625,0.1489
1136,0.1428375,0.1424875,0.1444,0.1342875,0.1590875,0.1438875,0.149325,0.14535,0.1524625
1137,0.1321625,0.1402875,0.146175,0.142875,0.1516375,0.1468,0.15115,0.1448125,0.143925
1138,0.1487,0.150325,0.154275,0.1378375,0.1418,0.1425875,0.144075,0.1447875,0.1516125
1139,0.1320375,0.1524875,0.148975,0.1361875,0.14305,0.1418,0.137475,0.156225,0.14726250000000002
1140,0.155725,0.1437375,0.1473875,0.1423125,0.154775,0.1397875,0.1292,0.1482125,0.1500875
1141,0.138675,0.1472,0.1480375,0.1596375,0.144775,0.1457375,0.13845,0.1444375,0.149125
1142,0.1390875,0.1527875,0.14335,0.156875,0.1426,0.143825,0.158225,0.1520875,0.145375
1143,0.14065,0.1444625,0.1497375,0.144775,0.1447,0.1411375,0.1404,0.179275,0.14700000000000002
1144,0.153375,0.197275,0.146275,0.1527625,0.1371375,0.1529125,0.1454,0.1453875,0.15005000000000002
1145,0.148875,0.142175,0.1651,0.1487625,0.1458375,0.1442875,0.1492875,0.1379375,0.1474875
1146,0.15425,0.1556,0.1498625,0.1765875,0.1652375,0.1475625,0.2099625,0.150525,0.1503875
1147,0.12,0.1454875,0.151275,0.1432375,0.1484875,0.1510625,0.1384625,0.1547125,0.14565
1148,0.12845,0.1416125,0.156975,0.1432,0.14865,0.1440625,0.134525,0.1501125,0.14780000000000001
1149,0.1405375,0.1438,0.1488,0.2011875,0.143,0.1434,0.1532625,0.15405,0.15282500000000002
1150,0.1523875,0.149925,0.145775,0.135075,0.148675,0.1518875,0.1428875,0.147675,0.1481625
1151,0.1437875,0.1845625,0.1446,0.1892625,0.1460125,0.150425,0.1522625,0.1446125,0.1473375
1152,0.147925,0.1440625,0.1445375,0.171025,0.1458875,0.144125,0.1473375,0.13935,0.1489375
1153,0.1685875,0.144625,0.155625,0.1445,0.14825,0.1755625,0.1351375,0.152375,0.147325
1154,0.1363875,0.14175,0.151675,0.1417875,0.1424375,0.1525875,0.1459375,0.1616875,0.14856250000000001
1155,0.140825,0.162925,0.1420375,0.13605,0.1403375,0.153075,0.1473,0.14405,0.1426875
1156,0.1427375,0.1440875,0.14875,0.147925,0.1847375,0.1454125,0.140375,0.1520125,0.14865
1157,0.131125,0.1516125,0.151925,0.138725,0.14255,0.145825,0.154575,0.13815,0.1424125
1158,0.148525,0.1503,0.145025,0.1456125,0.141125,0.15675,0.1436625,0.13975,0.149825
1159,0.1763125,0.1356,0.1438875,0.156525,0.1505125,0.141,0.1421625,0.1464375,0.1496125
1160,0.148525,0.15175,0.147425,0.1409875,0.1409875,0.139975,0.1405375,0.1543625,0.1451875
1161,0.1442625,0.1501875,0.1411125,0.1429875,0.1421375,0.1433875,0.13225,0.1492625,0.1496375
1162,0.153525,0.1540375,0.1458875,0.157025,0.1426,0.1454125,0.1463125,0.18215,0.1460875
1163,0.140875,0.14075,0.144475,0.1373625,0.1701375,0.1500375,0.1544375,0.1407,0.14827500000000002
1164,0.1411625,0.161525,0.1429625,0.1292375,0.1451375,0.14495,0.137625,0.14635,0.14930000000000002
1165,0.15415,0.1600625,0.143925,0.1401875,0.1501875,0.145925,0.142775,0.14885,0.14715
1166,0.15135,0.143975,0.1487875,0.1708625,0.1448375,0.14505,0.1393875,0.1581125,0.1433
1167,0.1385125,0.169475,0.1448625,0.1294,0.1524125,0.14675,0.1643875,0.1461875,0.15
1168,0.140075,0.1531375,0.1515,0.16315,0.1413875,0.15655,0.1415625,0.13995,0.14676250000000002
1169,0.1418625,0.1484125,0.14325,0.134775,0.148725,0.1417875,0.1474375,0.1438,0.1448875
1170,0.13445,0.1473625,0.1516375,0.13325,0.1452625,0.141,0.12995,0.141875,0.149125
1171,0.138825,0.1464375,0.148175,0.228775,0.1610125,0.1471,0.1371625,0.1455125,0.1456875
1172,0.1388875,0.1482,0.1402125,0.16045,0.167,0.1435875,0.13825,0.1513375,0.1499375
1173,0.132875,0.142625,0.145425,0.1516125,0.1402,0.1542875,0.145275,0.153325,0.1511625
1174,0.1416125,0.1373375,0.1501375,0.1445125,0.1421125,0.1443625,0.143525,0.1539875,0.14626250000000002
1175,0.1520375,0.280875,0.1508,0.1380625,0.138,0.168925,0.1490875,0.1440875,0.1535
1176,0.1362375,0.1391375,0.18345,0.1382875,0.138375,0.156725,0.1487875,0.1439375,0.144925
1177,0.159425,0.1395625,0.1435625,0.1372875,0.146075,0.1475375,0.1323875,0.1462125,0.142625
1178,0.1544625,0.1390125,0.146725,0.14305,0.131025,0.143925,0.1487625,0.145425,0.1466875
1179,0.139625,0.139575,0.1479375,0.1321,0.1423625,0.140875,0.140825,0.146325,0.14373750000000002
1180,0.1358,0.1438375,0.1527125,0.1538125,0.1543,0.154725,0.1701375,0.146375,0.14323750000000002
1181,0.148275,0.1465125,0.14025,0.1404875,0.137275,0.1501125,0.14285,0.15165,0.1543625
1182,0.1422,0.1407875,0.152175,0.1454,0.151625,0.1386875,0.1571125,0.1483125,0.14215
1183,0.1284875,0.1426125,0.1427625,0.1380875,0.168925,0.1442,0.147275,0.15495,0.1468875
1184,0.131225,0.1429125,0.1422125,0.143075,0.1435125,0.1547375,0.1577125,0.1436625,0.1532
1185,0.1397875,0.148725,0.14365,0.1381875,0.1477625,0.1509,0.19455,0.1459375,0.14451250000000002
1186,0.1538,0.1638125,0.150625,0.1478875,0.1527625,0.14395,0.13005,0.1446875,0.1507625
1187,0.1246375,0.13865,0.147825,0.1503125,0.1639375,0.1481125,0.1477875,0.14995,0.1501625
1188,0.132825,0.1414,0.1445,0.1580625,0.1508625,0.1474875,0.133975,0.1403125,0.148325
1189,0.1388375,0.1459,0.18075,0.14825,0.13885,0.1492125,0.150825,0.155075,0.14455
1190,0.171,0.1512625,0.1495625,0.1438875,0.136875,0.1387625,0.1577625,0.146425,0.1489375
1191,0.1431125,0.1510375,0.1528875,0.1327375,0.14945,0.1493375,0.151125,0.1434,0.14321250000000002
1192,0.137725,0.1592375,0.1392125,0.1275,0.142775,0.1425125,0.1662875,0.142525,0.1417875
1193,0.1415875,0.1577625,0.150175,0.1405875,0.1410375,0.1473875,0.1444125,0.1440125,0.1440625
1194,0.124375,0.2207125,0.1535625,0.1443875,0.1409125,0.14785,0.1514125,0.1471,0.148225
1195,0.145075,0.1411,0.14405,0.1378125,0.15305,0.1412,0.139775,0.1527875,0.1458
1196,0.13655,0.160325,0.146975,0.14035,0.1450125,0.1477,0.1415,0.1495875,0.1478125
1197,0.15725,0.1560375,0.1489,0.1399125,0.142525,0.1492125,0.140425,0.14345,0.1463
1198,0.138275,0.1463375,0.1422875,0.1386125,0.1398375,0.1405,0.14395,0.1458625,0.142675
1199,0.1332,0.147325,0.149525,0.1420875,0.1399125,0.1490875,0.136875,0.142475,0.153725
1200,0.137275,0.1479375,0.148025,0.1488125,0.148325,0.1452125,0.1389375,0.1366,0.142875
1201,0.141475,0.14145,0.1472375,0.1364625,0.151875,0.148275,0.1434875,0.1398875,0.14148750000000002
1202,0.1415875,0.146125,0.145075,0.1411375,0.15085,0.150875,0.151475,0.14815,0.1531125
1203,0.1533625,0.14245,0.1549625,0.127525,0.141025,0.1414875,0.144425,0.14635,0.1423
1204,0.1292375,0.210025,0.1443625,0.1389875,0.1397,0.1508375,0.1379375,0.1518625,0.14753750000000002
1205,0.1472375,0.145425,0.1522,0.1367375,0.136375,0.145625,0.143575,0.135375,0.1491875
1206,0.14935,0.142825,0.1406625,0.138325,0.1413,0.144325,0.1493625,0.1430125,0.14500000000000002
1207,0.1586,0.148375,0.143075,0.1505125,0.160575,0.1500875,0.1546875,0.1462,0.148225
1208,0.21525,0.1401,0.14505,0.130275,0.153175,0.1375375,0.1456625,0.1396375,0.141375
1209,0.1438625,0.1542375,0.146325,0.137625,0.1488625,0.144975,0.1395,0.1537875,0.1400875
1210,0.143075,0.1424125,0.1479125,0.1549625,0.1376875,0.148725,0.14175,0.148025,0.14735
1211,0.1381375,0.142,0.1429875,0.1533875,0.1410125,0.15975,0.1370375,0.1505125,0.1496875
1212,0.164025,0.1493125,0.1376125,0.1472625,0.149625,0.14405,0.1469375,0.13955,0.1444375
1213,0.1358375,0.149375,0.14455,0.1521875,0.162075,0.1411375,0.1341625,0.1411875,0.14651250000000002
1214,0.1679375,0.1428125,0.1389,0.14785,0.1550375,0.13925,0.1565625,0.141775,0.142025
1215,0.1482625,0.1602375,0.1425875,0.1351875,0.1429,0.1497875,0.2623875,0.14955,0.142875
1216,0.1399625,0.1454625,0.156025,0.140575,0.1433125,0.147,0.142475,0.14745,0.1420625
1217,0.1468625,0.1379625,0.1505875,0.16295,0.1397625,0.1437375,0.1417875,0.1443875,0.148875
1218,0.14675,0.111225,0.1435125,0.1617375,0.146375,0.1431625,0.1532,0.183525,0.1443875
1219,0.1422875,0.1398625,0.14395,0.1462375,0.1606625,0.139175,0.1396875,0.154125,0.1471375
1220,0.1513,0.1461875,0.1448875,0.136025,0.2072,0.1431,0.1314,0.144725,0.14623750000000002
1221,0.141475,0.1837625,0.1456875,0.1385,0.14615,0.146375,0.1384875,0.1498375,0.146825
1222,0.14785,0.1472625,0.1483625,0.1452875,0.1341125,0.1422,0.148725,0.1424,0.14555
1223,0.11295,0.1482625,0.1486625,0.135375,0.1523125,0.141375,0.2319625,0.14805,0.145125
1224,0.1852125,0.1458375,0.1493375,0.1443375,0.1456125,0.1480875,0.1445375,0.15445,0.14880000000000002
1225,0.1500375,0.1409875,0.1460625,0.1555125,0.1540625,0.1450125,0.153575,0.15015,0.15081250000000002
1226,0.1532375,0.145475,0.14525,0.1542375,0.14735,0.144575,0.1558875,0.145225,0.14455
1227,0.1428125,0.1419375,0.1495875,0.1458125,0.15155,0.1434875,0.1616875,0.143325,0.1488375
1228,0.1236375,0.18985,0.1423875,0.1407,0.1407125,0.1471375,0.1471125,0.141525,0.143375
1229,0.1355,0.146325,0.151525,0.1493,0.144525,0.15335,0.1352875,0.1744125,0.1501
1230,0.1328875,0.1294625,0.14725,0.1285125,0.15045,0.146425,0.1449625,0.1436,0.1518875
1231,0.14605,0.15335,0.1433625,0.158725,0.1458375,0.1480375,0.15315,0.145725,0.146975
1232,0.165475,0.1448875,0.14875,0.172025,0.13965,0.1488625,0.136025,0.1483,0.14475000000000002
1233,0.1479625,0.174425,0.147525,0.1513625,0.1438125,0.151975,0.14835,0.16295,0.14725000000000002
1234,0.141175,0.136625,0.14415,0.1546875,0.1374,0.145475,0.143575,0.140975,0.146225
1235,0.1544625,0.1448125,0.154575,0.1312,0.148425,0.143825,0.15355,0.152425,0.1440875
1236,0.15455,0.13375,0.1451875,0.1461625,0.1486125,0.1427125,0.1472125,0.1536875,0.14315
1237,0.15625,0.1343375,0.1497375,0.142275,0.158225,0.1410875,0.13805,0.1478125,0.14802500000000002
1238,0.1556625,0.162175,0.149075,0.1419875,0.1478,0.1484,0.1402,0.1442375,0.1476
1239,0.143725,0.1416375,0.1410875,0.1357625,0.1460125,0.15335,0.1507875,0.1484875,0.1507375
1240,0.1569375,0.1546375,0.1476375,0.1500875,0.1415,0.15525,0.13725,0.1473875,0.1449125
1241,0.1425375,0.1382375,0.1407875,0.1343875,0.143025,0.14705,0.1474375,0.143275,0.1478875
1242,0.136625,0.1505,0.146,0.17755,0.1358375,0.1475375,0.1494625,0.1450375,0.14977500000000002
1243,0.1574375,0.1370875,0.15145,0.1434375,0.1626875,0.1421375,0.1397125,0.148675,0.14795
1244,0.16465,0.14015,0.1467875,0.136975,0.1567625,0.14595,0.165325,0.1501,0.14745
1245,0.1548375,0.1416375,0.144125,0.13315,0.13865,0.15815,0.145925,0.141925,0.1454125
1246,0.2162625,0.159975,0.1431625,0.15475,0.1466125,0.144725,0.1501,0.137025,0.1488875
1247,0.1393,0.1484875,0.14585,0.163675,0.1478,0.144,0.13685,0.147375,0.1457125
1248,0.1467875,0.1399,0.1400375,0.1356,0.1401125,0.141025,0.1389125,0.139725,0.1494
1249,0.130975,0.1427625,0.1449625,0.145875,0.158725,0.14695,0.142925,0.18815,0.14727500000000002
1250,0.1386625,0.1503125,0.144075,0.13375,0.1479625,0.143625,0.1388125,0.14515,0.1451875
1251,0.141125,0.1395,0.1503625,0.1507,0.1438,0.149225,0.144375,0.1505375,0.1463
1252,0.1450875,0.149125,0.144475,0.1394125,0.1482875,0.1492875,0.1438125,0.14785,0.14965
1253,0.1430125,0.1388125,0.144175,0.13835,0.1456125,0.1373,0.1532875,0.1429625,0.1443
1254,0.1373875,0.135975,0.1520125,0.138325,0.138875,0.147325,0.1486125,0.1452875,0.15385000000000001
1255,0.153875,0.1548375,0.1497875,0.14185,0.151075,0.143125,0.1572875,0.1595625,0.147675
1256,0.1341625,0.15185,0.1456875,0.268925,0.148125,0.1431375,0.14225,0.14675,0.142425
1257,0.1435125,0.1406125,0.14055,0.1441,0.1440125,0.160225,0.1397125,0.1600375,0.139175
1258,0.1360375,0.1412125,0.147,0.143,0.1626625,0.1410125,0.1408,0.1399375,0.1494625
1259,0.1296125,0.1441375,0.15445,0.148375,0.1409875,0.1509375,0.1337875,0.142725,0.1539625
1260,0.1408875,0.135075,0.145875,0.150425,0.145825,0.1442125,0.139375,0.1564625,0.14751250000000002
1261,0.144075,0.1467625,0.138525,0.136625,0.1412875,0.1466375,0.136725,0.140525,0.14445
1262,0.169,0.14165,0.1458375,0.1307875,0.1454,0.149775,0.1617,0.1447,0.15075
1263,0.1426,0.1500875,0.15375,0.1628,0.142975,0.1452875,0.1311375,0.148075,0.14615
1264,0.1513375,0.143725,0.14335,0.1341125,0.1427625,0.15505,0.1349125,0.150875,0.14780000000000001
1265,0.170675,0.1622875,0.144375,0.13565,0.148025,0.1432875,0.171575,0.152775,0.150875
